symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector,profile_status,exclude_reason,included_nonfinancial
NLG,CTCP Đầu tư Nam Long,Nam Long Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NNC,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
NO1,CTCP Tập đoàn 911,911 Group Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Vietnam National Seed Group Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NTL,CTCP Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint-Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,No Va Land Investment Group Corporation ,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
OPC,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
PAC,CTCP Pin Ắc quy Miền Nam,Dry Cell and Storage Battery Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
PAN,CTCP Tập đoàn PAN,The PAN Group Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
PC1,CTCP Tập Đoàn PC1,PC1 Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PDN,CTCP Cảng Đồng Nai,Dong Nai Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PDR,CTCP Phát triển Bất động sản Phát Đạt,Phat Dat Real Estate Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,Petrovietnam General Services Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PGC,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,PetroVietNam Low Pressure Gas Distribution Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PGV,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PHC,CTCP Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PHR,CTCP Cao su Phước Hòa,Phuoc Hoa Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PIT,CTCP Xuất nhập khẩu Petrolimex,Petrolimex International Trading Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PJT,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PLX,Tập đoàn Xăng Dầu Việt Nam,VietNam National Petroleum Group,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PNC,CTCP Văn hóa Phương Nam,Phuong Nam Cultural Joint Stock Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,Phu Nhuan Jewelry Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,PetroVietnam Power Corporation,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PPC,CTCP Nhiệt điện Phả Lại,Pha Lai Thermal Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PTB,CTCP Phú Tài,Phu Tai Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
PTC,CTCP Đầu Tư Icapital,Icapital Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PTL,CTCP Victory Group,Victory Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,PetroVietnam Drilling & Well Services Corporation,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Pacific Petroleum Transportation Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,PetroVietnam Transportation Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
QCG,CTCP Quốc Cường Gia Lai,Quoc Cuong Gia Lai Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
QNP,CTCP Cảng Quy Nhơn,Quy Nhon Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
RAL,CTCP Bóng đèn Phích nước Rạng Đông,Rang Dong Light Source and Vacuum Flask Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
REE,CTCP Cơ Điện Lạnh,Refrigeration Electrical Engineering Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,Royal Manufacture and Investment Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
S4A,CTCP Thủy điện Sê San 4A,Se San 4A HydroPower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,Saigon Beer - Alcohol - Beverage Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SAM,CTCP SAM Holdings,SAM Holdings Corporation,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
SBA,CTCP Sông Ba,Song Ba Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Siba High-Tech Mechanical Group Joint Stock Company,HOSE,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc",listing_only,,True
SBT,CTCP Thành Thành Công - Biên Hòa,Thanh Thanh Cong - Bien Hoa Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SBV,CTCP Siam Brothers Việt Nam,Siam Brothers Vietnam Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
SC5,CTCP Xây dựng Số 5,Construction Joint Stock Company No 5,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SCR,CTCP Địa ốc Sài Gòn Thương Tín,Sai Gon Thuong Tin Real Estate Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Sai Gon Cargo Service Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
SFC,CTCP Nhiên liệu Sài Gòn,SaiGon Fuel Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
SFG,CTCP Phân Bón Miền Nam,The Southern Fertilizer Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SFI,CTCP Đại lý Vận tải SAFI,Sea & Air Freight International,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
SGN,CTCP Phục vụ Mặt đất Sài Gòn,Saigon Ground Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Saigon Real Estate Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,SaiGon Telecommunication & Technologies Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
SHA,CTCP Sơn Hà Sài Gòn,Son Ha Sai Gon Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
SHI,CTCP Quốc tế Sơn Hà,Son Ha International Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
SHP,CTCP Thủy điện Miền Nam,Southern Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SIP,CTCP Đầu tư Sài Gòn VRG,Sai Gon VRG Investment Corporation,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SJD,CTCP Thủy điện Cần Đơn,Candon HydroPower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SJS,CTCP SJ Group,SJ Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Sai Gon Machinery Spare Parts Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
SMB,CTCP Bia Sài Gòn - Miền Trung,Sai Gon - Mien Trung Beer Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SMC,CTCP Đầu tư Thương mại SMC,SMC Trading Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
SPM,CTCP SPM,SPM Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
SRC,CTCP Cao su Sao Vàng,Sao Vang Rubber Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su,listing_only,,True
SRF,CTCP SEAREFICO,Searefico Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SSC,CTCP Giống cây trồng Miền Nam,Southern Seed Corporation,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
ST8,CTCP Tập đoàn ST8,ST8 Holdings Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
STG,CTCP Kho vận Miền Nam,South Logistics Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
STK,CTCP Sợi Thế Kỷ,Century Synthetic Fiber Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Saigon General Service Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Vu Dang Investment & Trading Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Sai Gon Vien Dong Technology Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
SZC,CTCP Sonadezi Châu Đức,Sonadezi Chau Duc Shareholding Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
SZL,CTCP Sonadezi Long Thành,Sonadezi Long Thanh Shareholding Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TAL,CTCP Đầu tư Bất động sản Taseco,Taseco Land Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TBC,CTCP Thủy điện Thác Bà,Thac Ba Hydro Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TCD,CTCP Tập đoàn Xây dựng TRACODI,TRACODI Construction Holdings Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics and Stevedoring Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Thanh Cong Textile Garment Investment Trading Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TCO,CTCP Janus Group,Janus GroupJoint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TCR,CTCP Công nghiệp Gốm sứ Taicera,Taicera Enterprise Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Binh Duong Trade And Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TDG,CTCP Đầu tư TDG Global,TDG Global Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
TDH,CTCP Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TDM,CTCP Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TDP,CTCP Thuận Đức,Thuan Duc Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
TDW,CTCP Cấp nước Thủ Đức,Thu Duc Water Supply Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TEG,CTCP Trường Thành Energy Group,Truong Thanh Energy Group Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
THG,CTCP Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import - Export Joint Stock Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development and Construction Investment Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
TLG,CTCP Tập đoàn Thiên Long,Thien Long Group Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
TLH,CTCP Tập đoàn Thép Tiến Lên,Tien Len Steel Corporation Joint - Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
TMP,CTCP Thủy điện Thác Mơ,Thac Mo Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TMS,CTCP Transimex,Transimex Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TMT,CTCP Ô tô TMT,TMT Motors Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
TN1,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TNC,CTCP Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
TNH,CTCP Tập đoàn Bệnh viện TNH,TNH Hospital Group Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
TNI,CTCP Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
TNT,CTCP Tập đoàn TNT,TNT Group Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
TPC,CTCP Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
TRA,CTCP Traphaco,Traphaco Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
TRC,CTCP Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company ,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
TSA,CTCP Đầu tư và Xây lắp Trường Sơn,Truong Son Investment And Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,Truong Thanh Development and Construction Investment Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,Truong Thinh Energy Investment Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Truong Thanh Furniture Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TV2,CTCP Tư vấn Xây dựng Điện 2,Power Engineering Consulting Joint Stock Company 2,HOSE,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
TVT,Tổng Công ty Việt Thắng - CTCP,Viet Thang Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,Taya (Vietnam) Electric Wire and Cable Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,Idico Urban and House Development Investment Joint-Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
VCA,CTCP Thép VICASA,VICASA Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VCF,CTCP Vinacafé Biên Hòa,Vinacafé Bien Hoa Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Viet Nam Construction And Import - Export Joint Stock Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VDP,CTCP Dược phẩm Trung ương VIDIPHA,VIDIPHA Central Pharmaceutical Joint - Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
VFG,CTCP Khử trùng Việt Nam,Viet Nam Fumigation Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VGC,Tổng Công ty Viglacera - CTCP,Viglacera Corporation - JSC,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VHC,CTCP Vĩnh Hoàn,Vinh Hoan Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
VHM,CTCP Vinhomes,Vinhomes Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VIC,Tập đoàn VINGROUP - CTCP,Vingroup Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,Vien Dong Investment Development Trading Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VIP,CTCP Vận tải Xăng dầu VIPCO,Vietnam Petroleum Transport Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VJC,CTCP Hàng không Vietjet,Vietjet Aviation Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VMD,CTCP Y Dược phẩm Vimedimex,Vimedimex Medi - Pharma Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VNG,CTCP Du lịch Thành Thành Công,Thanh Thanh Cong Tourist Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
VNL,CTCP Logistics Vinalink,Vinalink Logistics Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VNM,CTCP Sữa Việt Nam,Vietnam Dairy Products Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
VNS,CTCP Ánh Dương Việt Nam,Vietnam Sun Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VOS,CTCP Vận tải Biển Việt Nam,Vietnam Ocean Shipping Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VPD,CTCP Phát triển Điện lực Việt Nam,Vietnam Power Development Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Viet Phat Import Export Trading Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VPH,CTCP Vạn Phát Hưng,Van Phat Hung Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VPI,CTCP Phát triển Bất động sản Văn Phú,Van Phu Real Estate Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VPL,CTCP Vinpearl,Vinpearl Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
VPS,CTCP Thuốc sát trùng Việt Nam ,Vietnam Pesticide Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
VRC,CTCP Bất động sản và Đầu tư VRC,VRC Real Estate and Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VRE,CTCP Vincom Retail,Vincom Retail Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VSC,CTCP Container Việt Nam,Vietnam Container Shipping Joint Stock Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,Vinh Son - Song Hinh Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,Water Supply Sewerage Construction and Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VTB,CTCP Viettronics Tân Bình,Viettronics Tan Binh Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
VTO,CTCP Vận tải Xăng dầu Vitaco,Vietnam Tanker Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VTP,Tổng Công ty cổ phần Bưu chính Viettel,Viettel Post Joint Stock Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VVS,CTCP Đầu tư phát triển máy Việt Nam,Vietnam Machine Investment Development Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
YBM,CTCP YBM,YBM Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
YEG,CTCP Tập đoàn Yeah1,Yeah1 Group Corporation,HOSE,stock,1,,,,listing_only,,True
